question,precision@k,recall@k,mrr,ndcg@k,ap@k,retrieval_time,input_tokens,retrieved_docs,relevant_docs
Quali sono le applicazioni specifiche dell'utilizzo del Template per la redazione di una carta archeologica?,0.0,0.0,0.0,0.0,0.0,0.20578566938638687,2,"['f250624262785a9a8e19f1bd116d2d250a0a0a969cff5329a19609b52ac7923f', 'e22532d0d7294625f663c59de5644a7afcc6d50ea110199e9f4afd195e6bc3b7', 'b8f49fb129265bd0541e66913007df32ae6856b10365f00c454d81cb50cca35f', '2307032e12f70a83717fe28eedd0d26ccc1b7bc6c9bdd5220588a6508dc2bfa5', 'a23cb2162d9d60442b0af2f64f5aefd532385989a11e2a6664c9fd5853b9a635']",['51013404b4eeb46497d9ac8d36422067e1b479207a451eb9d332b0e16595405e']
Quali sono gli strumenti messi a disposizione da QGIS per stampare il MOPR?,0.2,1.0,0.5,0.6309297535714573,1.0,0.20578566938638687,2,"['9536d510d3d3832a3e40bec6d5578424956b2a6cabc7e6381229a20bca3d4c92', '094f869a3cac76d5512f32432269188d479ca0f1a59cbd56d7670a4ade8f2227', 'ab8ad079189ed61a9386990000abf7348078d459d9a243fc3fe9d7959fd52d66', 'ba4e7301833cd91e53bc1758ee2d440feee7af742368aedecc765dc400ab101d', '2c8d4e6ad97ab44f76d2ec7d6be036fefd1b5768aa25db86415ccc9eee0bc5e8']",['094f869a3cac76d5512f32432269188d479ca0f1a59cbd56d7670a4ade8f2227']
Come si inseriscono i dati dei layer collegati nella scheda MOPR?,0.2,1.0,0.5,0.6309297535714573,1.0,0.20578566938638687,2,"['7d2bfa62b0ba522f303b299609eb63eb11f7e6c7a436ce2533f00c9521d10cf6', '251e7e2f835cde8e903b96878399b96b02e9dce51036aa145a185ede747162ea', 'c17f314cc8976fb204ec20b915a9698a41289ec03175f1a2c2daa4512c960110', '4b667172297958de0a0e8629345d69ac35f244be0dfd791bb11150fa00d203ec', '1e1a207b991d56607fee34b5cbf594d25832e2d4d7363c8232755066c30df853']",['251e7e2f835cde8e903b96878399b96b02e9dce51036aa145a185ede747162ea']
Quali sono i coefficienti di rischio per un’area con emergenze archeologiche note conservate a una profondità di -2m. se il progetto prevede lavorazioni vicine alla loro giacitura?,0.2,1.0,0.5,0.6309297535714573,1.0,0.20578566938638687,2,"['eec4dca2ee6f7b3a6f636ccda8863a2870a73e7240aeda67b0bf3533e7b19cb4', 'f074278639410250d4d60638b602ad8c9e925c8d6902d5eaed58a5cd7a030c56', '4c74a0fb7cc2d73a3f143b40a25e4003bb733d1734493cf22725542547b94add', '38497ee042451b7d6f5b1a4c7911997846f5839e5e6ace3e9a7240e3aab5c892', '09c6fc2bf7112a95b0cbacf45bfdf90e7b2bbd52ed916b2a66f24e1def3f1c30']",['f074278639410250d4d60638b602ad8c9e925c8d6902d5eaed58a5cd7a030c56']
Quali sono le informazioni che vengono rappresentate nel layer DSC del progetto?,0.2,1.0,0.3333333333333333,0.5,1.0,0.20578566938638687,2,"['43ae59d58069aed6a5a76b6839035f10c7ac24b271eb39d24ad6bf43a1f1d4f5', 'ded0fbb9b676a96e54d84b0cfe3bebeedd0f08bf0a7e2c9ab919023a32a31f15', 'dd2cbacdeb65191009a78bfdb2d3ba38981410f27f42c794fe4535f79b3acb1c', 'd1ab84b5c7b82fbbcfda3b72d2eca5162de1244d26bbfa9a8343200a2114bfba', 'a1a93ff7c592a2d0731bcddc3aef0adec1a61cb2430b912cf336bcbc36cfd50c']",['dd2cbacdeb65191009a78bfdb2d3ba38981410f27f42c794fe4535f79b3acb1c']
Qual è il campo obbligatorio del MOPR per la creazione del codice progetto (CPR)?,0.2,1.0,1.0,1.0,1.0,0.20578566938638687,2,"['ff5958cc9c45494f9b11c962d364e759e942535923d649ef38ef18d0e47718ad', '870c562381362b58091716fd972ad22aaf44a0842656476b3b816eabc824b42c', 'd54177cd4ebad4643f16d76170fbbf58ff0ae88fb22681ebe37c22a7f40267c7', '2b7db47ba2a71ca574b438982f9ef2ba9f849388744f4ac59a908a4411b0efc6', 'e63b6622992f2f6bf856fdeea5f3261d3c0fe93cd1054e8d52ad7925f602df28']",['ff5958cc9c45494f9b11c962d364e759e942535923d649ef38ef18d0e47718ad']
Quali sono le istruzioni operative per il conferimento al GNA dei dati minimi di tutte le ricerche archeologiche dirette dal Ministero della Cultura?,0.0,0.0,0.0,0.0,0.0,0.20578566938638687,2,"['b7b2f460cc285e8a68a608863cd814e5525afd3259ec705142c793623db3a3de', '022e4760e3074da7e2152df2b1c9c6708ee8413264b15c9696b2e182929c2b73', '1521289233fe45b5e061dbf52ca9e36131c7e3d0984656509438ae37e97b8604', '1953e601c42a0f735404d2b29068be3a25e5af94a740f4f670627e216f720765', '195c7c332490450283fad5c4a2fd51de75a3caa5d924a8342ddc8ae3ac05647b']",['35d7d9e353536dde392e415af0f830e83aef708d3a9bcf8ac8fea5aaf5751fe7']
Quali sono le applicazioni specifiche utilizzate per la rappresentazione dei MOSI nella redazione di una carta archeologica?,0.0,0.0,0.0,0.0,0.0,0.20578566938638687,2,"['dcf5f7a4c73bccace069ff1a12ff5060e816af52037273ea5ca9ad01b2c88080', '8e04d66750a3dafa2e43222832b0306ef02463715f3181a4b41e12bb02016c2f', '381f3ca81f8045bca580145bb39c8719528210c242349828cb58ddbba6de0f6d', '553bbca04449913f200b58cbc87a1fb6fe159cd18634a81b7b41e9009cb38253', '437757a7f868aba93c5cd5259bacc8275dd25f3a461e02bd38f340d288982f95']",['86d881135b8cd7b26296b60da4bff76d06e4cf9f35ac498ae3b3f44622a37de2']
Qual è l'applicazione specifica della compilazione del Template per la redazione di una carta archeologica?,0.2,1.0,1.0,1.0,1.0,0.20578566938638687,2,"['f250624262785a9a8e19f1bd116d2d250a0a0a969cff5329a19609b52ac7923f', 'e22532d0d7294625f663c59de5644a7afcc6d50ea110199e9f4afd195e6bc3b7', 'b8f49fb129265bd0541e66913007df32ae6856b10365f00c454d81cb50cca35f', '2307032e12f70a83717fe28eedd0d26ccc1b7bc6c9bdd5220588a6508dc2bfa5', 'a8bcf5f2d599445f513fe0b94cca4babb6faf1e8000ccbb8ca75e4bb997566df']",['f250624262785a9a8e19f1bd116d2d250a0a0a969cff5329a19609b52ac7923f']
Quali sono le attività che rimangono a carico degli utenti per il corretto utilizzo del servizio di conversione on-line del formato ESRI Shapefile offerto dal progetto?,0.2,1.0,1.0,1.0,1.0,0.20578566938638687,2,"['e9f8f17539e63fe0cbbb0b32b65d3695aaf786ebf33a832a9d404d6f82785e77', 'fd73c5cd5984247b6f5d3da3b318f04f480ef36c1fa0f48a4cbe393a9dc98625', 'a0daa93414e756b339f0657407af020ff69a5fb91293df8740e6c82604ba4cac', 'ccd95668d7eb5fa01f295e9e1c0ea701fdae3edba7df615f5c4e0ad0ccc3a907', '66ca28275a4e2dc4b7c3d8ab8dcf145a00b38d952fe62c62389b788aaabac406']",['e9f8f17539e63fe0cbbb0b32b65d3695aaf786ebf33a832a9d404d6f82785e77']
Quali sono le regole per l'inserimento di una geometria nelle zone 12 e 24 miglia nel progetto Territorial Seas (24NM) version 3?,0.2,1.0,0.5,0.6309297535714573,1.0,0.20578566938638687,2,"['39ef0ad74850bc57b5f1277b1f4933317df1e0b2a54fdecda686b5508aab92f4', '4e7d975c2a3f24e3fed73368d8061b9d5fdcc88576f64fddbe95645b9a6ee387', '6e295fb8eb0c34a9091636844cc3c30fa8fe4bfda3ab3bea47bf0650a4ada8ef', 'e504d8f1633283b26b3b0b7e68e097210075649031e40c7b0e94f98fb115f11a', '2a1633aeee4e3160170c76c3ddd1d0760d8219223398f362fdd58b416a17fae1']",['4e7d975c2a3f24e3fed73368d8061b9d5fdcc88576f64fddbe95645b9a6ee387']
Quali sono le istruzioni operative per il conferimento al GNA dei dati minimi di tutte le ricerche archeologiche dirette dal Ministero della Cultura?,0.0,0.0,0.0,0.0,0.0,0.20578566938638687,2,"['b7b2f460cc285e8a68a608863cd814e5525afd3259ec705142c793623db3a3de', '022e4760e3074da7e2152df2b1c9c6708ee8413264b15c9696b2e182929c2b73', '1521289233fe45b5e061dbf52ca9e36131c7e3d0984656509438ae37e97b8604', '1953e601c42a0f735404d2b29068be3a25e5af94a740f4f670627e216f720765', '195c7c332490450283fad5c4a2fd51de75a3caa5d924a8342ddc8ae3ac05647b']",['2b4ca4d7f7b35370fdc237533d3d52f8823b29647b232acf495e2631f191680a']
Quali sono le avvertenze relative al livello di dettaglio del progetto?,0.0,0.0,0.0,0.0,0.0,0.20578566938638687,2,"['f667f01b755bc783f19a92a2eb5e3ab40f1dea826121143a5be38ed5fc645da8', 'ddf00b4d0d6b591d40d4cddf7c615f22deb752cc0089b946f0ef7eb8e4808e52', '8dcf04df0b7d00b8e2fabc0336a1db7e0914fac31da281154e61c6331b1d0da5', '27833284602a507c82f3b5dc9b0bce179cf54471d36acb8d6cb67cd3c8a3c81a', 'ab09cd0f802abba5424cafb8486895f60661af29b4be1bf82456cf8ab4aa9423']",['f4fa2ec808ec371efcf719c3b5b981814225f820e05ce317a98d7212de8ae479']
Quali sono i grigliati NTv2 ufficiali in Italia e come è possibile ottenerli?,0.2,1.0,0.5,0.6309297535714573,1.0,0.20578566938638687,2,"['ccd95668d7eb5fa01f295e9e1c0ea701fdae3edba7df615f5c4e0ad0ccc3a907', 'ad2a22a45df632d86081c1304827eb2ab5a541beab018cf76cf16c637e035136', 'fd73c5cd5984247b6f5d3da3b318f04f480ef36c1fa0f48a4cbe393a9dc98625', '9bf7dc6fb9ff1b5bb5eb8bef1bc14500435faa7ac1a35e91d139cef14564adf0', '6f2cddd1ce454a905b4810ba896ba38a4e8371f3cf8c86a21c2b725fead59ac8']",['ad2a22a45df632d86081c1304827eb2ab5a541beab018cf76cf16c637e035136']
Quali sono le voci del vocabolario AMA?,0.2,1.0,1.0,1.0,1.0,0.20578566938638687,2,"['0f86664a0f5e26bd7016f635c11c96876c114842ae84b2b0e6b8ac814d6a2648', '3af58b78ab0cf6975d37f9110a78e9b3ec21b682d4438789727594b2c804cea8', '450e6638899ce6ed6e925a64b0e2d6e3f599fedb1cbd7e675224bde62fbda55e', 'eedfc5584b2f0888a8bcb32faf90083cbf937a5fa95f2fcefc368ad37d66f37d', 'a977a7c68fb6e414bd309b968b1a70e611bc189112067ee6e01ca3e21ea59693']",['0f86664a0f5e26bd7016f635c11c96876c114842ae84b2b0e6b8ac814d6a2648']
"Quali sono le sezioni principali del documento ""RCG multipolygon""?",0.2,1.0,1.0,1.0,1.0,0.20578566938638687,2,"['4a3621610484f93a219617267d151a4a8b88545aa3573c3c99e699216f73a49e', '0dfd958d45dab0a7a1675fd09086d95ef4619096418d584531a1f696ec90d019', '78ee9f0a48a1376a0c849ef55fb08c2b61cddf6cfe00f4113f56da97c8d39e0a', '254a59d408662cc0068916b5958612170d01dcc3783eedfa44b0866866ac0582', 'ee657470bee181ff2118c3119e08ee1c9e30b5cc717d49d19e0c0e3f7c9a7dbd']",['4a3621610484f93a219617267d151a4a8b88545aa3573c3c99e699216f73a49e']
Quali sono le informazioni aggiuntive che possono essere inserite nel campo GEN (Note) per la georeferenziazione?,0.0,0.0,0.0,0.0,0.0,0.20578566938638687,2,"['18cf1e325d2cfe739d48cf003f5fd00135968cb5cf0044bf2ab3f600efe661a2', 'd5ee79b27f96e24fe2a2b681c05314dd474ea39f35877d04cbe608f172099569', '11119f40e71b649e17b4d73193ea0b9dc859b376b68b23e567ea254cfe0f0004', '96be80a8f93ae40a310fdc78ae24d3393194727389544894fa8343b01d3c04f9', '7c9547cda2d64a65515a49924a0b8035df33d2e6973e16b466bbb1bf524802f0']",['dd8724c5a3899f50366caf69b720d960a5a9d823ce762975c4afb0b01a9cf30a']
Qual è il sistema di riferimento utilizzato per il progetto del Geoportale Nazionale Archeologia?,0.0,0.0,0.0,0.0,0.0,0.20578566938638687,2,"['0ae72ed83dec65ecc5cb259913f53d288e5e2aaf103935863e6cfa210172e7c1', 'b985b4f5d1c3ae07372d9d10a0b5b1eef0d2db0fd052fbb14ce6c0566390e145', '4d1b3ec23dd37640e246f05a6e49672c9d66dbfdf8d59f93f7b2c0aab7b6ef40', '5cc4c073ee528d3137ed164c06b571d9ea2ae31d170cafd0c9e37b5d3302adca', '1b35cea964befb70a78e4768165a7399adff58a8115a2fab259adf2f09f08019']",['a906bc69ff55972a86261cd30f63c62a54bbc3ed863134ce8f3b1a8d7c380977']
Come posso stampare la carta del rischio (VRD) in modo da visualizzare più aree di rischio in una singola pagina?,0.2,1.0,0.3333333333333333,0.5,1.0,0.20578566938638687,2,"['ac7ab8add28d46bcd3961d3ce4af32f14dcf6e5368ee5f1b4aece8aff06c9b7a', '1a5047c43f73e3a811866b8dafd8513467ca99b4e21d6fc72a8ee72496f4cf12', '1f377c1768dbd865d31682da62060320752ca2965981ea5db0e538031ebb5ec5', 'c5fa2db05abe3d0565b8372f38652b9653d3230b7ae88b310c3495ed52a361c3', '1019df724f2a78c9231135e79bb0502e02dbaca5ecc3216544f65dc7d92f04dc']",['1f377c1768dbd865d31682da62060320752ca2965981ea5db0e538031ebb5ec5']
Come posso richiedere un codice univoco per il MOPR?,0.2,1.0,0.5,0.6309297535714573,1.0,0.20578566938638687,2,"['f5a0502302a1d92b0e7bdb81a125814d98d699ede72c7a2d9a4bfc5ab0b76ddc', 'e63b6622992f2f6bf856fdeea5f3261d3c0fe93cd1054e8d52ad7925f602df28', '870c562381362b58091716fd972ad22aaf44a0842656476b3b816eabc824b42c', '810bcaea52931693bbeb50ce588a552ab9a785f92c2cdc1c2c5e22d96a8f0904', 'ff5958cc9c45494f9b11c962d364e759e942535923d649ef38ef18d0e47718ad']",['e63b6622992f2f6bf856fdeea5f3261d3c0fe93cd1054e8d52ad7925f602df28']
Qual è la relazione tra il valore e l'etichetta associata in un vocabolario GPBB?,0.2,1.0,1.0,1.0,1.0,0.20578566938638687,2,"['c23cf4e5dcaf6e72f5603ce22be43c7e8560766db26261bc6cec14315bbbf5fd', '3bea4785f4226072a63aeca5ccff8fd8269d8ff0287fd1e912eaa2535fe1fc65', 'e76bd91bd01c4d4fefde99d7b3964f5ba8f1d49788965f0bb56a4150810562b3', 'aeea88280431fe02810f2bbcfc6000daf5ea0271ba45b041391ae2711d8f771f', '4f922690167183856a2ffb86f09ae8bd9e696c8971188345f4d9f7b4aed0c23e']",['c23cf4e5dcaf6e72f5603ce22be43c7e8560766db26261bc6cec14315bbbf5fd']
Qual è il layer utilizzato per generare la carta del potenziale?,0.2,1.0,1.0,1.0,1.0,0.20578566938638687,2,"['460e206e2737246604e6e0b0e5dcea0cf38bceec191e49681e5b2dc61247f57d', '2bfda06eb71a15ae5d3af2734713e4e02a4ea5eb43869a82a8b331ebdb0401a6', '020406b06b28cce7eb2b5a54be044b629940ee4e41b0ffefcc926fcd6910e321', 'a44b57ee20c7ba33c26f56d5b14ac29f83ae3c819c750c3fe49d56dbfb5ac9e6', '1ad0f20f1abc76e1867282f2f20a0c7eaad5f184de04e33a4f88ca4038e1049f']",['460e206e2737246604e6e0b0e5dcea0cf38bceec191e49681e5b2dc61247f57d']
Quali sono le informazioni generali sul progetto raccolte nella pagina di intestazione del MOPR?,0.2,1.0,1.0,1.0,1.0,0.20578566938638687,2,"['5ec46294f34b4229740f4e21a39deaeaecce83c226bd1aaef8bed8d0605b5c12', '53cba180a7d031637fc0d729f113a5fed59d53291b3f0b179246b43327b3ed2f', 'da86b8f2a8d99aee1eba89e4b53ccb053573aa70a94d7ff73fc49350198cd536', '455c83356b68a4a540976177d642b16c6fdef7d3c541c051cb865cc0e3e197fc', '44c7277f9a60901513dc3d1f771d51c30f7b2671de2c76e73c84de27a91994e9']",['5ec46294f34b4229740f4e21a39deaeaecce83c226bd1aaef8bed8d0605b5c12']
"Quali sono i layer del progetto che servono a descrivere gli eventi che hanno portato all'individuazione di strutture, materiali o altre tracce archeologicamente rilevanti?",0.0,0.0,0.0,0.0,0.0,0.20578566938638687,2,"['9b486827672f48bbb7852f95e67bd77423675c416a288010dd8fa16293d15abd', '2619c6e86a3ec959e419b7bf7b4610bfbc5e791ad1712cd19533bc03667a4e29', '43ae59d58069aed6a5a76b6839035f10c7ac24b271eb39d24ad6bf43a1f1d4f5', 'ded0fbb9b676a96e54d84b0cfe3bebeedd0f08bf0a7e2c9ab919023a32a31f15', '31bc54743355f3ea56c79bcc7087424d2e7775e92638cc1bd138769c040c888e']",['99cc1e08e44716cf9fc63f617c6670934f4289aab41587ccbd5d8d190eeb106f']
Qual è la condizione indispensabile per attivare i collegamenti tra i layer nel Geoportale Nazionale Archeologia?,0.2,1.0,0.25,0.4306765580733929,1.0,0.20578566938638687,2,"['b985b4f5d1c3ae07372d9d10a0b5b1eef0d2db0fd052fbb14ce6c0566390e145', '7dcfc39a3bb1c97d982a3047d4c7ee6e808ac8fe15d020c1bcda2b30ab19d9da', '4d1b3ec23dd37640e246f05a6e49672c9d66dbfdf8d59f93f7b2c0aab7b6ef40', 'dade5bb38edb32e5d787b6f4901b669ab969dbc6f05df98acbf81ead13674e3e', '715d5796006cf2b54b54a49067a574bb2eb11b60f772dc864285d8eb4d0c4673']",['dade5bb38edb32e5d787b6f4901b669ab969dbc6f05df98acbf81ead13674e3e']
Qual è il modo in cui è stato strutturato il lavoro per la compilazione del Template della carta archeologica di Fano?,0.0,0.0,0.0,0.0,0.0,0.20578566938638687,2,"['f5426550c0b317e9f1871199aeaffa6a59ee5885d83eac79a83341d4d399fd5d', 'a2767d30bd7a067fec69fff855b6bedcdd7c7f2c4849914bb519711e1bc64ad9', 'ef4580b5dc2f75280d4ec8daa09ac6dfc0da73a0da2535bd9a50acaf615d0b77', 'de955ab49ba27d3175e29cbd5e40bac8224d469c01f48433d009503343d60de2', 'b33b90ecde24024f747f284f696d2feeafdae7e1e078d4d0bced8452dc3e4fda']",['6e5c59e9230ce98ec98d1dc470ba65080aa43a099586ba41ea3d730aa5200e9c']
Quali sono le avvertenze da considerare per il progetto nel layer DSC del Geoportale Nazionale Archeologia?,0.0,0.0,0.0,0.0,0.0,0.20578566938638687,2,"['43ae59d58069aed6a5a76b6839035f10c7ac24b271eb39d24ad6bf43a1f1d4f5', 'ded0fbb9b676a96e54d84b0cfe3bebeedd0f08bf0a7e2c9ab919023a32a31f15', 'dd2cbacdeb65191009a78bfdb2d3ba38981410f27f42c794fe4535f79b3acb1c', 'd1ab84b5c7b82fbbcfda3b72d2eca5162de1244d26bbfa9a8343200a2114bfba', 'c453514854f780b52fa9de9ef6b5481ff2ce159c37f39a1f74f08b234ccaca85']",['dd8cb7e4591ebb27f3fc193871e68433958e9681abd96a9dff90e15ddcfbf7e5']
Quali sono le istruzioni operative per il conferimento al GNA dei dati minimi di tutte le ricerche archeologiche dirette dal Ministero della Cultura?,0.2,1.0,0.3333333333333333,0.5,1.0,0.16285616904497147,2,"['b7b2f460cc285e8a68a608863cd814e5525afd3259ec705142c793623db3a3de', '022e4760e3074da7e2152df2b1c9c6708ee8413264b15c9696b2e182929c2b73', '1521289233fe45b5e061dbf52ca9e36131c7e3d0984656509438ae37e97b8604', '1953e601c42a0f735404d2b29068be3a25e5af94a740f4f670627e216f720765', '195c7c332490450283fad5c4a2fd51de75a3caa5d924a8342ddc8ae3ac05647b']",['1521289233fe45b5e061dbf52ca9e36131c7e3d0984656509438ae37e97b8604']
Come vengono conferiti al GNA i dati minimi delle indagini archeologiche?,0.0,0.0,0.0,0.0,0.0,0.16285616904497147,2,"['1521289233fe45b5e061dbf52ca9e36131c7e3d0984656509438ae37e97b8604', '022e4760e3074da7e2152df2b1c9c6708ee8413264b15c9696b2e182929c2b73', '0b14b4d81fcf4e897518d5bdf7db4a434a5669010bc259d99a8654c263a16c51', 'd38b50cdc522dc730146a8fc4b469ddb19074f9097835c7ab6aef8221592f5d7', '9d2ddf91d2466aad686a6b984cc9561bc00f724714899f9dc93aa5dd37beba5f']",['ffd5e31d90e9fe2c1d00ff0028fe0bf647cb2ceb16aac1df677152a8df41b00d']
Qual è il caso d'uso per inserire MOSI esterni all'area del MOPR?,0.2,1.0,1.0,1.0,1.0,0.16285616904497147,2,"['9907c836f44202fd667bb8b8c849d276c95a1fa5bad2df5320704899d70f8006', 'd49dc2df94454a9e48570ccd6f957263c397eb5d0ce544ad92952ac2135c9e68', '3f6f890e027f375d0566dc0822ddfb7d565f8fb333d29bb9cbeb0afa2d4cb71a', '8d64cd4b8858d806e70371292278305f5b1852362397fd2705b303ce831d90b4', 'fa3f906ed0ce323b7a0e90513ce6530f7baee75ba6ce32011cf46d83ed5ee8b1']",['9907c836f44202fd667bb8b8c849d276c95a1fa5bad2df5320704899d70f8006']
Quali sono le istruzioni operative per il conferimento al GNA dei dati minimi di tutte le ricerche archeologiche dirette dal Ministero della Cultura?,0.0,0.0,0.0,0.0,0.0,0.16285616904497147,2,"['b7b2f460cc285e8a68a608863cd814e5525afd3259ec705142c793623db3a3de', '022e4760e3074da7e2152df2b1c9c6708ee8413264b15c9696b2e182929c2b73', '1521289233fe45b5e061dbf52ca9e36131c7e3d0984656509438ae37e97b8604', '1953e601c42a0f735404d2b29068be3a25e5af94a740f4f670627e216f720765', '195c7c332490450283fad5c4a2fd51de75a3caa5d924a8342ddc8ae3ac05647b']",['ad52d66604014fa5da518dd76ced5cb0f94607840688a28e8bb8f86188fd4d60']
Come stampare i MOSI (Catalogo dei siti) nel Geoportale Nazionale Archeologia?,0.2,1.0,0.5,0.6309297535714573,1.0,0.16285616904497147,2,"['6bf9350a645455b87777fa698745cd746f07906535a58fca21157eeba53b17ef', '421aae735a5464218992e6bdcad53649aa8765827f8b2e31810f53c3fe22598f', 'bc7ce40aad15905c4aaaa383849d93fcd7d272ec51aa66bea4d7122d80bea8f3', 'b67cb9386b2814b53207fef5cb69ba14a60f1522a88a8adebe6a36254c5e7c9a', '4f7c93bd66a0188abe7a180128e15b24204b025535d3e52f4a050973c8cc6bdd']",['421aae735a5464218992e6bdcad53649aa8765827f8b2e31810f53c3fe22598f']
Come si utilizza il plugin GNA in QGIS per caricare i MOSI dal Geoportale GNA?,0.2,1.0,0.2,0.38685280723454163,1.0,0.16285616904497147,2,"['873d010a106ec69526b7ab3cfed87e740b728904adfe4acf8769a0ce36900cde', '5177f61d4c7c13621a010e4b9b0452ddccfdda74057471eba7170519f3d08661', 'c4deb43b071317450b58c8f0e929e26d602dbf47d2e271456b2cf3ab21061a74', 'a2c32641ad9c943c1de114145c8d22137491a1d4efe2721f2a02856b2d7df6e7', 'ba6a5c1b71f96cbcdb94e1f4d4bb9ac8f3d998acd4c7b04b98598cf2345eecd0']",['ba6a5c1b71f96cbcdb94e1f4d4bb9ac8f3d998acd4c7b04b98598cf2345eecd0']
Quali sono le istruzioni operative per il conferimento al GNA dei dati minimi di tutte le ricerche archeologiche dirette dal Ministero della Cultura?,0.0,0.0,0.0,0.0,0.0,0.16285616904497147,2,"['b7b2f460cc285e8a68a608863cd814e5525afd3259ec705142c793623db3a3de', '022e4760e3074da7e2152df2b1c9c6708ee8413264b15c9696b2e182929c2b73', '1521289233fe45b5e061dbf52ca9e36131c7e3d0984656509438ae37e97b8604', '1953e601c42a0f735404d2b29068be3a25e5af94a740f4f670627e216f720765', '195c7c332490450283fad5c4a2fd51de75a3caa5d924a8342ddc8ae3ac05647b']",['a93cccff5e526bbc79736c988ad56cb46885b78462d8f3a7328dedffe40a56a6']
Come si crea un Authority file DSC in SiGECweb?,0.2,1.0,0.3333333333333333,0.5,1.0,0.16285616904497147,2,"['7545a7d8079565d1d0b0745a73b20de76bd93020931f91e0379b9d832fc5b7bd', '4d12384461db859b9aa3c6daca293436a04d60805c0487832da20f68da8e2cb0', 'd73825a56818bd7b3135a6521d444697508ab5e3bd793c827f80c0125e58cad1', 'ff3b55a086d38e1e2723a6b81a0684c84381087b9afe9d99a25604e178bb26cd', '996fd60d994db30f15b222f06cabe16715b823f2688597c3bf52286d27ef70bc']",['d73825a56818bd7b3135a6521d444697508ab5e3bd793c827f80c0125e58cad1']
"Qual è il limite di caratteri per i campi del MOPR, tranne il CAE?",0.2,1.0,1.0,1.0,1.0,0.16285616904497147,2,"['ba4e7301833cd91e53bc1758ee2d440feee7af742368aedecc765dc400ab101d', 'ca15d093a2f3da90a3af5326562e9de0e54f0a21902e5cb238b98c1e884649ab', '969571f44a47241232edecd2073f0cb260b191ef0cb99460916ae267cb069218', '9907c836f44202fd667bb8b8c849d276c95a1fa5bad2df5320704899d70f8006', '2b7db47ba2a71ca574b438982f9ef2ba9f849388744f4ac59a908a4411b0efc6']",['ba4e7301833cd91e53bc1758ee2d440feee7af742368aedecc765dc400ab101d']
Come si inseriscono i dati di nuova acquisizione sul Geoportale Nazionale Archeologia?,0.2,1.0,1.0,1.0,1.0,0.16285616904497147,2,"['fcd62a96afde9ed05fc0afedaa3c40ab40097604b658475648ca00daa5427a09', '347611b33d76adb1305b3f34e616e566afeffc5ab00e6ee3dc2559d93c938207', '49dc127265a11ce5efc381b3cea4aef87da00ce650792a0a0d04f389f4244efd', '0ae72ed83dec65ecc5cb259913f53d288e5e2aaf103935863e6cfa210172e7c1', '9d2ddf91d2466aad686a6b984cc9561bc00f724714899f9dc93aa5dd37beba5f']",['fcd62a96afde9ed05fc0afedaa3c40ab40097604b658475648ca00daa5427a09']
Qual è la percentuale di larghezza dell'intero box occupata dalla colonna di sinistra nelle istruzioni per QGIS?,0.2,1.0,1.0,1.0,1.0,0.16285616904497147,2,"['f5c166d32d266afa0a4f58b673af2d8b39e2fbeb41073fdabee2d0a81fad1a5e', '5ecef36c906a71074ba3a1f32c2dde7ff18f02298643950b33ee182ccb475e76', '1f84993d195013c6c3fdfde80c49c0d9b632aafb9ae661d3d825b6981f8b3b65', '969571f44a47241232edecd2073f0cb260b191ef0cb99460916ae267cb069218', 'b319d2a127c2453be15158234bdbb2ad8ba93b02d054cf6211673eced220da47']",['f5c166d32d266afa0a4f58b673af2d8b39e2fbeb41073fdabee2d0a81fad1a5e']
Come posso stampare i campi testuali descrittivi del progetto?,0.2,1.0,1.0,1.0,1.0,0.16285616904497147,2,"['701afd0cf06248f2e889786115cddfdba178f626949956d1de69ea725d03aaa6', '8cf3c39ca15da759eef6a652352fc7b1eadaf025b1ac14ae69d3e9a912dcb0cb', 'ca15d093a2f3da90a3af5326562e9de0e54f0a21902e5cb238b98c1e884649ab', '969571f44a47241232edecd2073f0cb260b191ef0cb99460916ae267cb069218', 'c6dcfe47787039b025a5eeec19ed2deff3a3c77ab26d275d90eec8b56cb9b295']",['701afd0cf06248f2e889786115cddfdba178f626949956d1de69ea725d03aaa6']
Quali sono le casistiche elencate nel prospetto per la compilazione del MOPR?,0.2,1.0,1.0,1.0,1.0,0.16285616904497147,2,"['f055b838d316867d5308cadc1ed5dd40c6d946f4dc71457515def6dfa9b9dec7', 'd34963c53852b8cbd28b2829b8cc027a6cd0595930cf0ac2f7cf05c83119e3dd', '8ab7a820f08fa37e801ae6b6726d66ab8faccf69bc68631450649c68b80df646', '58ec245776b515025ffb838a867dfb62261374847f11b86308c5748e681e1e97', 'c601a0de5921bab207773c81f7ed8309ffaf6f91f897aafe00f0b7a9c3bae102']",['f055b838d316867d5308cadc1ed5dd40c6d946f4dc71457515def6dfa9b9dec7']
